"word","in documents","total"
"insajder",1.0,8.0
"insajder_intervju",1.0,1.0
"insajder_misa",1.0,1.0
"insajder_mladen",1.0,2.0
"insajder_navijaci",1.0,2.0
"insajder_nemoc",1.0,2.0
"instruktor",1.0,1.0
"instruktor_lepomir",1.0,1.0
"interese",1.0,1.0
"interese_balkan",1.0,1.0
"internet",1.0,2.0
"internet_istok",1.0,2.0
"internetu",1.0,1.0
"internetu_balkan",1.0,1.0
"interview",1.0,3.0
"interview_zmago",1.0,3.0
"intervju",1.0,1333.0
"intervju_abdurrahman",1.0,1.0
"intervju_ajs",1.0,1.0
"intervju_ajzi",1.0,1.0
"intervju_aleksa",1.0,2.0
"intervju_aleksandar",1.0,21.0
"intervju_alen",1.0,1.0
"intervju_andrej",1.0,6.0
"intervju_andrija",1.0,1.0
"intervju_babken",1.0,2.0
"intervju_balkan",1.0,465.0
"intervju_bane",1.0,1.0
"intervju_batan",1.0,1.0
"intervju_bernard",1.0,2.0
"intervju_biljana",1.0,2.0
"intervju_blagoje",1.0,2.0
"intervju_bojan",1.0,2.0
"intervju_bora",1.0,1.0
"intervju_boris",1.0,2.0
"intervju_borislav",1.0,1.0
"intervju_borko",1.0,6.0
"intervju_bosko",1.0,6.0
"intervju_bozidar",1.0,3.0
"intervju_boško",1.0,7.0
"intervju_božidar",1.0,4.0
"intervju_branislav",1.0,3.0
"intervju_branko",1.0,12.0
"intervju_bratislav",1.0,1.0
"intervju_cedomir",1.0,1.0
"intervju_celokupna",1.0,4.0
"intervju_damir",1.0,2.0
"intervju_danica",1.0,2.0
"intervju_danilo",1.0,3.0
"intervju_darko",1.0,6.0
"intervju_dejan",1.0,27.0
"intervju_djakon",1.0,3.0
"intervju_djordje",1.0,4.0
"intervju_dobrilo",1.0,2.0
"intervju_domagoj",1.0,4.0
"intervju_dragan",1.0,39.0
"intervju_dragoslav",1.0,6.0
"intervju_draza",1.0,2.0
"intervju_draža",1.0,2.0
"intervju_duci",1.0,7.0
"intervju_duda",1.0,1.0
"intervju_dusan",1.0,6.0
"intervju_dušan",1.0,5.0
"intervju_duško",1.0,1.0
"intervju_dževad",1.0,1.0
"intervju_džo",1.0,1.0
"intervju_džon",1.0,3.0
"intervju_fe?a",1.0,2.0
"intervju_filip",1.0,1.0
"intervju_general",1.0,5.0
"intervju_gojko",1.0,2.0
"intervju_goran",1.0,10.0
"intervju_horepiskop",1.0,1.0
"intervju_igor",1.0,2.0
"intervju_intervju",1.0,6.0
"intervju_isidora",1.0,1.0
"intervju_istok",1.0,4.0
"intervju_ivan",1.0,4.0
"intervju_jana",1.0,1.0
"intervju_jelena",1.0,10.0
"intervju_jovan",1.0,11.0
"intervju_jovana",1.0,2.0
"intervju_jovanka",1.0,2.0
"intervju_jovica",1.0,2.0
"intervju_jovo",1.0,2.0
"intervju_joška",1.0,1.0
"intervju_jugoslav",1.0,28.0
"intervju_juice",1.0,1.0
"intervju_kaplan",1.0,1.0
"intervju_kosta",1.0,1.0
"intervju_kresimir",1.0,1.0
"intervju_krešimir",1.0,2.0
"intervju_kristian",1.0,2.0
"intervju_kristijan",1.0,2.0
"intervju_lane",1.0,4.0
"intervju_lepomir",1.0,2.0
"intervju_ljuban",1.0,4.0
"intervju_ljubinko",1.0,2.0
"intervju_ljubisa",1.0,1.0
"intervju_ljubiša",1.0,2.0
"intervju_marchelo",1.0,3.0
"intervju_marko",1.0,19.0
"intervju_marlon",1.0,1.0
"intervju_michael",1.0,2.0
"intervju_mihajlo",1.0,2.0
"intervju_mijo",1.0,1.0
"intervju_mikri",1.0,1.0
"intervju_mila",1.0,11.0
"intervju_miladin",1.0,2.0
"intervju_milan",1.0,36.0
"intervju_milenko",1.0,2.0
"intervju_mileta",1.0,1.0
"intervju_milijana",1.0,4.0
"intervju_milinko",1.0,2.0
"intervju_milivoj",1.0,1.0
"intervju_miljan",1.0,1.0
"intervju_milka",1.0,2.0
"intervju_milo",1.0,3.0
"intervju_milojko",1.0,1.0
"intervju_milomir",1.0,1.0
"intervju_milos",1.0,3.0
"intervju_miloslav",1.0,6.0
"intervju_milovan",1.0,8.0
"intervju_miloš",1.0,7.0
"intervju_miodrag",1.0,4.0
"intervju_mirko",1.0,1.0
"intervju_miroljub",1.0,25.0
"intervju_miroslav",1.0,4.0
"intervju_misa",1.0,5.0
"intervju_mi?ko",1.0,1.0
"intervju_miša",1.0,3.0
"intervju_mladen",1.0,4.0
"intervju_momir",1.0,1.0
"intervju_monah",1.0,8.0
"intervju_muamer",1.0,2.0
"intervju_muftija",1.0,3.0
"intervju_muta",1.0,1.0
"intervju_najnovije",1.0,18.0
"intervju_narod",1.0,4.0
"intervju_nebojsa",1.0,3.0
"intervju_nebojša",1.0,5.0
"intervju_nele",1.0,1.0
"intervju_nemanja",1.0,4.0
"intervju_nenad",1.0,5.0
"intervju_nikola",1.0,22.0
"intervju_novica",1.0,2.0
"intervju_pavel",1.0,2.0
"intervju_petar",1.0,2.0
"intervju_predrag",1.0,2.0
"intervju_prof",1.0,1.0
"intervju_pukovnik",1.0,5.0
"intervju_radomir",1.0,10.0
"intervju_radovan",1.0,14.0
"intervju_rale",1.0,1.0
"intervju_roberto",1.0,2.0
"intervju_sa",1.0,4.0
"intervju_sanda",1.0,5.0
"intervju_sanken",1.0,2.0
"intervju_sasa",1.0,4.0
"intervju_saša",1.0,7.0
"intervju_seselj",1.0,3.0
"intervju_simo",1.0,2.0
"intervju_siniša",1.0,1.0
"intervju_slavisa",1.0,1.0
"intervju_slaviša",1.0,1.0
"intervju_slavko",1.0,17.0
"intervju_slobodan",1.0,9.0
"intervju_spasoje",1.0,1.0
"intervju_srdja",1.0,2.0
"intervju_srdjan",1.0,4.0
"intervju_sreto",1.0,1.0
"intervju_sr?a",1.0,1.0
"intervju_sr?an",1.0,5.0
"intervju_stefan",1.0,6.0
"intervju_stepeni",1.0,4.0
"intervju_stevan",1.0,3.0
"intervju_svetozar",1.0,15.0
"intervju_teleprompter",1.0,1.0
"intervju_tihomir",1.0,1.0
"intervju_todor",1.0,20.0
"intervju_toma",1.0,2.0
"intervju_vanja",1.0,4.0
"intervju_vasilije",1.0,1.0
"intervju_vaso",1.0,1.0
"intervju_velimir",1.0,12.0
"intervju_velizar",1.0,1.0
"intervju_velja",1.0,4.0
"intervju_viktor",1.0,1.0
"intervju_vilibald",1.0,2.0
"intervju_vinko",1.0,2.0
"intervju_vladan",1.0,5.0
"intervju_vladimir",1.0,9.0
"intervju_vladislav",1.0,2.0
"intervju_vlado",1.0,2.0
"intervju_voja",1.0,1.0
"intervju_vojin",1.0,4.0
"intervju_vojislav",1.0,7.0
"intervju_vucicu",1.0,1.0
"intervju_vuk",1.0,3.0
"intervju_vukojica",1.0,4.0
"intervju_zahar",1.0,2.0
"intervju_zak",1.0,2.0
"intervju_zeljko",1.0,1.0
"intervju_zlatko",1.0,1.0
"intervju_zmago",1.0,6.0
"intervju_zoran",1.0,10.0
"intervju_zvonimir",1.0,4.0
"intervju_zvonko",1.0,1.0
"intervju_?aka",1.0,1.0
"intervju_?edomir",1.0,1.0
"intervju_?akon",1.0,3.0
"intervju_?or?e",1.0,5.0
"intervju_?or?o",1.0,1.0
"intervju_šeih",1.0,2.0
"intervju_škabo",1.0,2.0
"intervju_željko",1.0,2.0
"intervju_živadin",1.0,1.0
"intervju_????",1.0,3.0
"intervju_????",1.0,1.0
"isakovic",1.0,5.0
"isakovic_balkan",1.0,1.0
"isakovic_intervju",1.0,1.0
"isakovic_milinko",1.0,1.0
"isakovic_programer",1.0,1.0
"isakovic_???????",1.0,1.0
"isakovi?",1.0,2.0
"isakovi?_milinko",1.0,1.0
"isakovi?_narod",1.0,1.0
"iscelitelj",1.0,1.0
"iscelitelj_?????????",1.0,1.0
"isidora",1.0,4.0
"isidora_bjelica",1.0,4.0
"iskompleksirani",1.0,1.0
"iskoristili",1.0,1.0
"iskoristili_dogovoreni",1.0,1.0
"iskrene",1.0,1.0
"iskrene_patriote",1.0,1.0
"iskreno",1.0,1.0
"iskreno_verovali",1.0,1.0
"islamisti",1.0,3.0
"islamisti_salju",1.0,2.0
"islamisti_šalju",1.0,1.0
"ispiranju",1.0,1.0
"ispiranju_mozga",1.0,1.0
"isporu?ivanje",1.0,1.0
"isporu?ivanje_miloševi?a",1.0,1.0
"ispred",1.0,2.0
"ispred_generalstaba",1.0,2.0
"ispružena",1.0,1.0
"ispružena_dokumentarne",1.0,1.0
"ispunjava",1.0,1.0
"ispunjava_?itav",1.0,1.0
"iste",1.0,1.0
"iste_kriminalne",1.0,1.0
"isti",1.0,2.0
"isti_balkan",1.0,1.0
"isti_treba",1.0,1.0
"istina",1.0,22.0
"istina_intervju",1.0,1.0
"istina_o",1.0,18.0
"istina_seselj",1.0,3.0
"istinu",1.0,4.0
"istinu_balkan",1.0,1.0
"istinu_o",1.0,3.0
"isto",1.0,1.0
"isto_uradio",1.0,1.0
"istok",1.0,18.0
"istok_pavlovic",1.0,14.0
"istok_pavlovi?",1.0,4.0
"istoricar",1.0,12.0
"istoricar_bojan",1.0,1.0
"istoricar_cedomir",1.0,1.0
"istoricar_jovan",1.0,3.0
"istoricar_radovan",1.0,7.0
"istorija",1.0,24.0
"istorija_hrvata",1.0,1.0
"istorija_i",1.0,1.0
"istorija_intervju",1.0,10.0
"istorija_istorija",1.0,1.0
"istorija_je",1.0,1.0
"istorija_jovan",1.0,2.0
"istorija_lažna",1.0,3.0
"istorija_srba",1.0,4.0
"istorija_?e",1.0,1.0
"istorije",1.0,5.0
"istorije_balkan",1.0,2.0
"istorije_dokumentarne",1.0,1.0
"istorije_je",1.0,1.0
"istorije_zbog",1.0,1.0
"istoriji",1.0,3.0
"istoriji_balkan",1.0,1.0
"istoriji_srbije",1.0,1.0
"istoriji_srpskog",1.0,1.0
"istorijska",1.0,1.0
"istorijska_pravda",1.0,1.0
"istorijski",1.0,1.0
"istorijski_projekat",1.0,1.0
"istorijskih",1.0,1.0
"istorijskih_neistina",1.0,1.0
"istorijsko",1.0,1.0
"istorijsko_blago",1.0,1.0
"istorijsku",1.0,3.0
"istorijsku_ulogu",1.0,3.0
"istoriju",1.0,10.0
"istoriju_balkan",1.0,4.0
"istoriju_hrvatskog",1.0,1.0
"istoriju_i",1.0,3.0
"istoriju_jer",1.0,1.0
"istoriju_srpskog",1.0,1.0
"istori?ar",1.0,3.0
"istori?ar_intervju",1.0,1.0
"istori?ar_istorija",1.0,2.0
"isto?na",1.0,1.0
"isto?na_alternativa",1.0,1.0
"isus",1.0,4.0
"isus_je",1.0,4.0
"ivan",1.0,16.0
"ivan_ivanovic",1.0,8.0
"ivan_ivanovi?",1.0,6.0
"ivan_pernar",1.0,2.0
"ivanisevic",1.0,1.0
"ivanisevic_???????",1.0,1.0
"ivaniševi?",1.0,2.0
"ivaniševi?_milivoj",1.0,1.0
"ivaniševi?_u",1.0,1.0
"ivanom",1.0,2.0
"ivanom_ivanovicem",1.0,2.0
"ivanovic",1.0,8.0
"ivanovic_intervju",1.0,1.0
"ivanovic_ivan",1.0,1.0
"ivanovic_najnovije",1.0,1.0
"ivanovic_nasi",1.0,1.0
"ivanovic_seselj",1.0,2.0
"ivanovic_srs",1.0,1.0
"ivanovic_????",1.0,1.0
"ivanovicem",1.0,2.0
"ivanovicem_srdjan",1.0,1.0
"ivanovicem_vece",1.0,1.0
"ivanovi?",1.0,9.0
"ivanovi?_aleksandar",1.0,1.0
"ivanovi?_ivan",1.0,1.0
"ivanovi?_juice",1.0,2.0
"ivanovi?_kosovo",1.0,1.0
"ivanovi?_varvari",1.0,1.0
"ivanovi?_vojislav",1.0,1.0
"ivanovi?_?us",1.0,2.0
"ivanovi?a",1.0,4.0
"ivanovi?a_je",1.0,3.0
"ivanovi?a_stoje",1.0,1.0
"ivic",1.0,12.0
"ivic_balkan",1.0,2.0
"ivic_intervju",1.0,3.0
"ivic_najnovije",1.0,2.0
"ivic_novo",1.0,2.0
"ivic_?????",1.0,3.0
"ivica",1.0,2.0
"ivica_dacic",1.0,1.0
"ivica_da?i?",1.0,1.0
"ivici",1.0,13.0
"ivici_novog",1.0,13.0
"ivi?",1.0,6.0
"ivi?_sanda",1.0,3.0
"ivi?_srbi",1.0,1.0
"ivi?_vu?i?",1.0,2.0
"ivkovic",1.0,2.0
"ivkovic_dusan",1.0,1.0
"ivkovic_?????",1.0,1.0
"ivkovi?",1.0,4.0
"ivkovi?_duda",1.0,2.0
"ivkovi?_dušan",1.0,1.0
"ivkovi?_u",1.0,1.0
"ivo_andric",1.0,1.0
"iz_amazonske",1.0,1.0
"iz_crkve",1.0,1.0
"iz_crnih",1.0,1.0
"iz_dijaspore",1.0,1.0
"iz_dos",1.0,1.0
"iz_gluve",1.0,1.0
"iz_hrvatske",1.0,3.0
"iz_kk",1.0,1.0
"iz_naše",1.0,1.0
"iz_njujorka",1.0,1.0
"iz_novorusije",1.0,1.0
"iz_senke",1.0,12.0
"iz_sirije",1.0,2.0
"iz_srbije",1.0,1.0
"iz_zemlje",1.0,1.0
"iza_le?a",1.0,1.0
"iza_mnogih",1.0,1.0
"iza_protesta",1.0,1.0
"iza_ubistva",1.0,1.0
"izaziva",1.0,1.0
"izaziva_mnoge",1.0,1.0
"izazivaju",1.0,1.0
"izazivaju_autizam",1.0,1.0
"iza?e",1.0,2.0
"iza?e_na",1.0,2.0
"iza?emo",1.0,1.0
"iza?emo_i",1.0,1.0
"izašli",1.0,1.0
"izašli_na",1.0,1.0
"izbor",1.0,1.0
"izbor_za",1.0,1.0
"izbora",1.0,7.0
"izbora_balkan",1.0,2.0
"izbora_intervju",1.0,4.0
"izbora_nikola",1.0,1.0
"izbore",1.0,3.0
"izbore_balkan",1.0,2.0
"izbore_daje",1.0,1.0
"izbori",1.0,9.0
"izbori_aleksandar",1.0,1.0
"izbori_balkan",1.0,1.0
"izbori_bosko",1.0,1.0
"izbori_branko",1.0,1.0
"izbori_intervju",1.0,1.0
"izbori_ne",1.0,2.0
"izbori_sanda",1.0,1.0
"izbori_srbi",1.0,1.0
"izborima",1.0,5.0
"izborima_balkan",1.0,1.0
"izborima_branko",1.0,1.0
"izborima_milan",1.0,3.0
"izboriti",1.0,6.0
"izboriti_za",1.0,6.0
"izda",1.0,1.0
"izda_kosovo",1.0,1.0
"izdaja",1.0,2.0
"izdaja_balkan",1.0,1.0
"izdaja_kosova",1.0,1.0
"izdaje",1.0,5.0
"izdaje_balkan",1.0,3.0
"izdaje_i",1.0,1.0
"izdaje_?e",1.0,1.0
"izdaji",1.0,1.0
"izdaji_spremni",1.0,1.0
"izdajnici",1.0,3.0
"izdajnici_koji",1.0,1.0
"izdajnici_odavno",1.0,1.0
"izdajnici_su",1.0,1.0
"izdajnik",1.0,7.0
"izdajnik_i",1.0,1.0
"izdajnik_istina",1.0,3.0
"izdajnik_koji",1.0,1.0
"izdajnik_nikola",1.0,2.0
"izdajnika",1.0,1.0
"izdajnika_na",1.0,1.0
"izdajni?ku",1.0,1.0
"izdajni?ku_politiku",1.0,1.0
"izdaju",1.0,4.0
"izdaju_kosova",1.0,4.0
"izdala",1.0,2.0
"izdala_srbe",1.0,1.0
"izdala_srpski",1.0,1.0
"izdali",1.0,1.0
"izdali_a",1.0,1.0
"izdao",1.0,2.0
"izdao_ideologiju",1.0,1.0
"izdao_komunisti?ku",1.0,1.0
"izdati",1.0,2.0
"izdati_milan",1.0,1.0
"izdati_najbliži",1.0,1.0
"izetbegovic",1.0,1.0
"izetbegovic_intervju",1.0,1.0
"izgubiti",1.0,2.0
"izgubiti_svoj",1.0,2.0
"izgubi?emo",1.0,1.0
"izgubi?emo_bitku",1.0,1.0
"izleciti",1.0,2.0
"izleciti_kancer",1.0,1.0
"izleciti_rak",1.0,1.0
"izle?im",1.0,1.0
"izle?im_sve",1.0,1.0
"izle?iti",1.0,1.0
"izle?iti_ali",1.0,1.0
"izmedju",1.0,3.0
"izmedju_amerike",1.0,2.0
"izmedju_nemacke",1.0,1.0
"izme?u",1.0,2.0
"izme?u_nema?ke",1.0,1.0
"izme?u_sad",1.0,1.0
"izmišljenu",1.0,1.0
"izmišljenu_istoriju",1.0,1.0
"iznuda",1.0,1.0
"iznuda_dejan",1.0,1.0
"izru?ili",1.0,1.0
"izru?ili_ga",1.0,1.0
"izumire",1.0,1.0
"izumire_a",1.0,1.0
"izvor",1.0,1.0
"izvor_sukoba",1.0,1.0
"iš?eznuti",1.0,1.0
"iš?eznuti_balkan",1.0,1.0
"ja_imam",1.0,2.0
"jaha?a",1.0,1.0
"jaha?a_srpske",1.0,1.0
"jaka",1.0,2.0
"jaka_država",1.0,2.0
"jako",1.0,3.0
"jako_intervju",1.0,1.0
"jako_ljubiša",1.0,1.0
"jako_??????",1.0,1.0
"jaksic",1.0,8.0
"jaksic_intervju",1.0,1.0
"jaksic_izbori",1.0,1.0
"jaksic_najnovije",1.0,1.0
"jaksic_politika",1.0,1.0
"jaksic_predsednicki",1.0,1.0
"jaksic_rts",1.0,1.0
"jaksic_vucic",1.0,1.0
"jaksic_?????",1.0,1.0
"jaku",1.0,1.0
"jaku_vojsku",1.0,1.0
"jakši?",1.0,2.0
"jakši?_marko",1.0,1.0
"jakši?_vu?i?",1.0,1.0
"james",1.0,3.0
"james_bond",1.0,3.0
"jana",1.0,3.0
"jana_tesanovic",1.0,1.0
"jana_tešanovi?",1.0,2.0
"jankovic",1.0,3.0
"jankovic_intervju",1.0,1.0
"jankovic_pokret",1.0,1.0
"jankovic_????",1.0,1.0
"jankovi?",1.0,5.0
"jankovi?_pokret",1.0,1.0
"jankovi?_sasa",1.0,1.0
"jankovi?_se",1.0,1.0
"jankovi?_su",1.0,1.0
"jankovi?_vu?i?",1.0,1.0
"japanskog",1.0,3.0
"japanskog_premijera",1.0,3.0
"jasenovcu",1.0,1.0
"jasenovcu_balkan",1.0,1.0
"jasnic",1.0,1.0
"jasnic_intervju",1.0,1.0
"jasni?",1.0,1.0
"jasni?_hip",1.0,1.0
"javna",1.0,1.0
"javna_ku?a",1.0,1.0
"je_beogradski",1.0,4.0
"je_bila",1.0,1.0
"je_bilo",1.0,11.0
"je_bio",1.0,9.0
"je_blizu",1.0,1.0
"je_bog",1.0,1.0
"je_božija",1.0,1.0
"je_bratska",1.0,1.0
"je_centar",1.0,1.0
"je_cist",1.0,1.0
"je_da",1.0,9.0
"je_danas",1.0,1.0
"je_davno",1.0,1.0
"je_de",1.0,1.0
"je_demistifikacija",1.0,1.0
"je_diktator",1.0,7.0
"je_doneo",1.0,1.0
"je_dozivela",1.0,1.0
"je_doživela",1.0,1.0
"je_drmala",1.0,1.0
"je_emotivno",1.0,1.0
"je_fašisti?ka",1.0,1.0
"je_hiljadama",1.0,1.0
"je_homoseksualac",1.0,1.0
"je_htela",1.0,1.0
"je_i",1.0,1.0
"je_imao",1.0,1.0
"je_iskompleksirani",1.0,1.0
"je_istorijska",1.0,1.0
"je_izdajnik",1.0,2.0
"je_izdala",1.0,2.0
"je_izdao",1.0,2.0
"je_jedan",1.0,2.0
"je_jedna",1.0,1.0
"je_kao",1.0,3.0
"je_kriv",1.0,1.0
"je_kucnuo",1.0,1.0
"je_lazovcina",1.0,1.0
"je_laž",1.0,1.0
"je_lažni",1.0,1.0
"je_lažov",1.0,1.0
"je_licemer",1.0,1.0
"je_loš",1.0,1.0
"je_lud",1.0,3.0
"je_majstor",1.0,1.0
"je_marioneta",1.0,1.0
"je_mentalno",1.0,3.0
"je_mesto",1.0,1.0
"je_metkom",1.0,1.0
"je_miloševi?",1.0,1.0
"je_mogu?e",1.0,1.0
"je_moja",1.0,2.0
"je_na",1.0,14.0
"je_najgori",1.0,8.0
"je_najja?i",1.0,1.0
"je_najopasniji",1.0,1.0
"je_najveci",1.0,2.0
"je_najve?a",1.0,3.0
"je_najve?i",1.0,1.0
"je_najviše",1.0,1.0
"je_napraviti",1.0,1.0
"je_nastao",1.0,1.0
"je_naše",1.0,1.0
"je_neizbežan",1.0,1.0
"je_neznalica",1.0,2.0
"je_no?na",1.0,1.0
"je_od",1.0,1.0
"je_odavno",1.0,1.0
"je_odrasla",1.0,1.0
"je_oduvek",1.0,1.0
"je_okupirana",1.0,6.0
"je_on",1.0,2.0
"je_oplja?kala",1.0,1.0
"je_osnovni",1.0,1.0
"je_oteto",1.0,1.0
"je_o?uvala",1.0,1.0
"je_pao",1.0,1.0
"je_peder",1.0,4.0
"je_pitanje",1.0,1.0
"je_pocepali",1.0,1.0
"je_pod",1.0,1.0
"je_poligon",1.0,1.0
"je_pomogla",1.0,1.0
"je_ponizni",1.0,3.0
"je_postala",1.0,1.0
"je_postao",1.0,1.0
"je_potpuni",1.0,1.0
"je_potpuno",1.0,3.0
"je_potrebna",1.0,2.0
"je_pravi",1.0,1.0
"je_predstavljaju",1.0,1.0
"je_prepuna",1.0,1.0
"je_preuzeo",1.0,1.0
"je_prilika",1.0,1.0
"je_prolupao",1.0,1.0
"je_promena",1.0,1.0
"je_promenilo",1.0,1.0
"je_psihicki",1.0,7.0
"je_ratni",1.0,1.0
"je_regeneracija",1.0,2.0
"je_revolucija",1.0,1.0
"je_sada",1.0,1.0
"je_samo",1.0,3.0
"je_sigurno",1.0,1.0
"je_srbija",1.0,1.0
"je_stvorena",1.0,1.0
"je_sve",1.0,1.0
"je_svetski",1.0,1.0
"je_tajno",1.0,1.0
"je_tiranin",1.0,1.0
"je_tito",1.0,1.0
"je_to",1.0,1.0
"je_totalno",1.0,2.0
"je_u",1.0,2.0
"je_ubila",1.0,1.0
"je_ujedinjenje",1.0,1.0
"je_umislio",1.0,1.0
"je_važna",1.0,1.0
"je_veleizdajnik",1.0,1.0
"je_velika",1.0,1.0
"je_veoma",1.0,1.0
"je_verovatno",1.0,4.0
"je_više",1.0,1.0
"je_vode",1.0,1.0
"je_vojni?ki",1.0,1.0
"je_voleo",1.0,1.0
"je_vrhovni",1.0,1.0
"je_zemlja",1.0,1.0
"je_znao",1.0,1.0
"je_?ast",1.0,1.0
"je_?ovek",1.0,1.0
"je_?uvao",1.0,1.0
"je_što",1.0,1.0
"je_želelo",1.0,1.0
"je_žrtvovao",1.0,1.0
"jedan",1.0,4.0
"jedan_od",1.0,3.0
"jedan_?ovek",1.0,1.0
"jedini",1.0,2.0
"jedini_može",1.0,1.0
"jedini_njegov",1.0,1.0
"jedinica",1.0,1.0
"jedinica_balkan",1.0,1.0
"jedinstva",1.0,1.0
"jedinstva_???????",1.0,1.0
"jedinstvo",1.0,1.0
"jedinstvo_balkan",1.0,1.0
"jedna",1.0,1.0
"jedna_od",1.0,1.0
"jednom",1.0,1.0
"jednom_pasti",1.0,1.0
"jeftovic",1.0,1.0
"jeftovic_goran",1.0,1.0
"jelena",1.0,50.0
"jelena_macic",1.0,40.0
"jelena_ma?i?",1.0,10.0
"jelic",1.0,1.0
"jelic_mikri",1.0,1.0
"jelincic",1.0,21.0
"jelincic_azilanti",1.0,3.0
"jelincic_balkan",1.0,3.0
"jelincic_interview",1.0,3.0
"jelincic_intervju",1.0,3.0
"jelincic_jugoslavija",1.0,2.0
"jelincic_najnovije",1.0,2.0
"jelincic_pederi",1.0,2.0
"jelincic_zmago",1.0,3.0
"jelin?i?",1.0,6.0
"jelin?i?_azilanti",1.0,1.0
"jelin?i?_homoseksualci",1.0,1.0
"jelin?i?_intervju",1.0,1.0
"jelin?i?_jugoslavija",1.0,1.0
"jelin?i?_zmago",1.0,2.0
"jelin?i?",1.0,3.0
"jelin?i?_plemeniti",1.0,3.0
"jeli?",1.0,1.0
"jeli?_nikola",1.0,1.0
"jer_je",1.0,3.0
"jer_možemo",1.0,1.0
"jer_ne",1.0,2.0
"jer_su",1.0,1.0
"jer_to",1.0,1.0
"jer_ubijaju",1.0,1.0
"jer_žele",1.0,1.0
"jer_želi",1.0,1.0
"jeremic",1.0,14.0
"jeremic_bosko",1.0,1.0
"jeremic_cirsd",1.0,1.0
"jeremic_intervju",1.0,8.0
"jeremic_marko",1.0,1.0
"jeremic_?????",1.0,3.0
"jeremi?",1.0,9.0
"jeremi?_intervju",1.0,2.0
"jeremi?_marko",1.0,1.0
"jeremi?_može",1.0,1.0
"jeremi?_narodna",1.0,1.0
"jeremi?_vu?i?",1.0,1.0
"jeremi?_?????",1.0,3.0
"jermenija",1.0,4.0
"jermenija_babken",1.0,2.0
"jermenija_su",1.0,1.0
"jermenija_?????????",1.0,1.0
"jevtic",1.0,1.0
"jevtic_intervju",1.0,1.0
"jevti?",1.0,2.0
"jevti?_miroljub",1.0,1.0
"jevti?_muslimani",1.0,1.0
"jevtovic",1.0,36.0
"jevtovic_balkan",1.0,4.0
"jevtovic_da",1.0,3.0
"jevtovic_goran",1.0,4.0
"jevtovic_intervju",1.0,7.0
"jevtovic_kosovo",1.0,3.0
"jevtovic_lazanski",1.0,3.0
"jevtovic_najnovije",1.0,4.0
"jevtovic_srpski",1.0,4.0
"jevtovic_????????",1.0,4.0
"jevtovi?",1.0,8.0
"jevtovi?_goran",1.0,4.0
"jevtovi?_izdajnici",1.0,1.0
"jevtovi?_ne",1.0,1.0
"jevtovi?_srbija",1.0,1.0
"jevtovi?_srpski",1.0,1.0
"jezik",1.0,7.0
"jezik_radovan",1.0,7.0
"jezikom",1.0,1.0
"jezikom_i",1.0,1.0
"john",1.0,3.0
"john_bosnich",1.0,3.0
"josip",1.0,13.0
"josip_bogic",1.0,2.0
"josip_bogi?",1.0,2.0
"josip_broz",1.0,7.0
"josip_joska",1.0,1.0
"josip_joška",1.0,1.0
"joska",1.0,2.0
"joska_broz",1.0,2.0
"jovan",1.0,72.0
"jovan_deretic",1.0,30.0
"jovan_dereti?",1.0,8.0
"jovan_i",1.0,4.0
"jovan_maric",1.0,4.0
"jovan_mari?",1.0,2.0
"jovan_pejin",1.0,24.0
"jovana",1.0,6.0
"jovana_stojkovic",1.0,2.0
"jovana_stojkovi?",1.0,4.0
"jovanka",1.0,11.0
"jovanka_broz",1.0,4.0
"jovanka_colak",1.0,5.0
"jovanka_?olak",1.0,2.0
"jovanke",1.0,1.0
"jovanke_broz",1.0,1.0
"jovanku",1.0,1.0
"jovanku_broz",1.0,1.0
"jovanovic",1.0,136.0
"jovanovic_andjus",1.0,1.0
"jovanovic_balkan",1.0,10.0
"jovanovic_ceda",1.0,1.0
"jovanovic_cedomir",1.0,1.0
"jovanovic_dejan",1.0,1.0
"jovanovic_demokratska",1.0,2.0
"jovanovic_dragan",1.0,3.0
"jovanovic_dss",1.0,2.0
"jovanovic_hteli",1.0,1.0
"jovanovic_intervju",1.0,29.0
"jovanovic_kcn",1.0,1.0
"jovanovic_kostunica",1.0,2.0
"jovanovic_lekar",1.0,10.0
"jovanovic_manastir",1.0,1.0
"jovanovic_najnovije",1.0,17.0
"jovanovic_nin",1.0,3.0
"jovanovic_novinar",1.0,4.0
"jovanovic_o",1.0,4.0
"jovanovic_strongman",1.0,1.0
"jovanovic_tesa",1.0,1.0
"jovanovic_todor",1.0,13.0
"jovanovic_todoxin",1.0,10.0
"jovanovic_vakcine",1.0,10.0
"jovanovic_vuk",1.0,1.0
"jovanovic_zoran",1.0,1.0
"jovanovic_?edomir",1.0,1.0
"jovanovic_???",1.0,1.0
"jovanovic_???????",1.0,1.0
"jovanovic_???????",1.0,1.0
"jovanovic_?????",1.0,2.0
"jovanovi?",1.0,40.0
"jovanovi?_doktori",1.0,1.0
"jovanovi?_evropska",1.0,1.0
"jovanovi?_farmaceutska",1.0,1.0
"jovanovi?_fluor",1.0,1.0
"jovanovi?_hteli",1.0,1.0
"jovanovi?_milan",1.0,1.0
"jovanovi?_milos",1.0,2.0
"jovanovi?_milovan",1.0,1.0
"jovanovi?_mogu",1.0,1.0
"jovanovi?_ne",1.0,1.0
"jovanovi?_niko",1.0,1.0
